,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
MURRAY,0.35,5.6%,0,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A,0.35,12.5%,0.0%,0,N/A,2,0.0%
KCP,1.0,3.9%,1,100.0%,2.0,3.6%,100.0%,1,100.0%,0,N/A,0.0,4.3%,N/A,0,N/A,0,N/A
PORTER,1.0,3.9%,0,50.0%,N/A,0.0%,N/A,0,N/A,0,N/A,1.0,8.7%,50.0%,2,50.0%,0,N/A
BROWN,2.0,2.0%,0,100.0%,2.0,3.6%,100.0%,1,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
OTHERS,2.0,2.0%,0,100.0%,2.0,3.6%,100.0%,1,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISO,1.2,34.2%,0,52.9%,1.25,37.3%,60.0%,10,60.0%,0,N/A,1.14,30.4%,42.9%,3,33.3%,4,50.0%
Transition,1.5,22.2%,1,66.7%,1.04,10.3%,50.0%,2,50.0%,0,N/A,1.66,36.7%,71.4%,4,50.0%,3,100.0%
Attacking Closeouts,1.0,3.9%,1,100.0%,1.0,7.1%,100.0%,1,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,2.0%,0,0.0%,0.0,3.6%,0.0%,0,N/A,1,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Off Ball Screens,1.09,5.4%,0,0.0%,1.7,6.3%,N/A,0,N/A,0,N/A,0.0,4.3%,0.0%,1,0.0%,0,N/A
Cutting,1.0,3.9%,0,50.0%,1.0,7.1%,50.0%,2,50.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,1.29,12.2%,0,50.0%,1.13,19.0%,50.0%,4,50.0%,0,N/A,2.27,3.8%,N/A,0,N/A,0,N/A
PNR / DHO,1.12,15.7%,1,57.1%,2.0,37.5%,100.0%,3,100.0%,0,N/A,1,62.5%,25.0%,2,50.0%,2,0.0%
TOTAL,1.2,51,5.9%,54.8%,1.23,54.9%,60.9%,22,63.6%,1,0.0%,1.16,45.1%,47.4%,10,40.0%,9,55.6%
