,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.0,4.5,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.0,9.1,50.0,1,100.0,1,0.0
PNR Screener,2.05,16.6,1,100.0,2.32,17.6,100.0,2,100.0,1,100.0,1.74,15.6,100.0,1,100.0,1,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.57,15.9,0,28.6,N/A,0.0,N/A,0,N/A,0,N/A,0.57,31.8,28.6,2,100.0,5,0.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.01,36.1,2,53.8,0.57,31.8,28.6,6,33.3,1,0.0,1.35,40.4,83.3,6,83.3,0,N/A
TRANSITION,2.25,9.1,0,100.0,2.0,13.6,100.0,3,100.0,0,N/A,3.0,4.5,100.0,0,N/A,1,100.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,3.0,2.3,0,100.0,3.0,4.5,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.0,2.3,0,100.0,2.0,4.5,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.16,7.8,0,66.7,1.16,15.6,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.35,6.5,0,0.0,0.35,13.1,0.0,2,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.26,44,6.8,60.5,1.31,50.0,60.0,17,58.8,3,66.7,1.21,50.0,61.1,10,90.0,8,25.0
