,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.0,2.6,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,5.6,100.0,1,100.0,0,N/A
PNR Screener,2.0,2.6,0,100.0,2.0,4.8,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.6,12.8,0,20.0,0.0,9.5,0.0,1,0.0,1,0.0,1.0,16.7,33.3,0,N/A,3,33.3
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,2.0,2.6,0,100.0,2.0,4.8,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.98,49.5,3,53.3,1.25,38.1,71.4,6,83.3,1,0.0,0.8,62.9,37.5,2,100.0,6,16.7
TRANSITION,1.33,7.7,0,66.7,2.0,9.5,100.0,2,100.0,0,N/A,0.0,5.6,0.0,0,N/A,1,0.0
Attacking Closeouts,0.0,7.7,2,0.0,0.0,14.3,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.5,5.1,0,50.0,1.5,9.5,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.23,6.3,1,100.0,1.23,11.6,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.5,5.1,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A,1.5,11.1,100.0,0,N/A,1,100.0
TOTAL,1.03,39,17.9,54.8,1.12,53.8,64.7,13,76.9,4,25.0,0.93,46.2,42.9,3,100.0,11,27.3
