,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.33,8.1,0,66.7,1.0,12.5,50.0,2,50.0,0,N/A,2.0,4.8,100.0,1,100.0,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.33,26.4,0,50.0,N/A,0.0,N/A,0,N/A,0,N/A,1.33,46.5,50.0,4,50.0,4,50.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,3.0,2.7,0,100.0,3.0,6.2,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.01,40.2,2,50.0,1.12,50.0,66.7,4,75.0,2,50.0,0.87,32.8,33.3,2,100.0,4,0.0
TRANSITION,2.0,13.5,1,100.0,1.0,12.5,100.0,1,100.0,0,N/A,2.67,14.3,100.0,1,100.0,2,100.0
Attacking Closeouts,2.0,2.7,0,100.0,2.0,6.2,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.0,2.7,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,4.8,N/A,0,N/A,0,N/A
Off. Rebounds,1.0,5.4,0,50.0,1.0,12.5,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.3,37,10.8,61.3,1.25,43.2,69.2,10,70.0,3,66.7,1.34,56.8,55.6,8,75.0,10,40.0
