,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.0,7.5,1,50.0,0.0,7.4,0.0,0,N/A,1,0.0,3.0,7.7,100.0,0,N/A,1,100.0
PNR Screener,2.0,2.5,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,7.7,100.0,1,100.0,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,2.25,10.0,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.25,30.8,100.0,3,100.0,1,100.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,0.0,2.5,0,0.0,0.0,3.7,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.29,56.0,2,62.5,1.28,60.7,60.0,9,66.7,1,0.0,1.33,46.2,66.7,4,100.0,2,0.0
TRANSITION,1.0,5.0,0,50.0,0.0,3.7,0.0,1,0.0,0,N/A,2.0,7.7,100.0,1,100.0,0,N/A
Attacking Closeouts,0.0,2.5,0,0.0,0.0,3.7,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.0,7.5,0,33.3,1.0,11.1,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.0,5.0,0,100.0,2.0,7.4,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,2.5,0,100.0,2.0,3.7,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.34,40,7.5,63.6,1.09,67.5,50.0,14,64.3,6,16.7,1.85,32.5,84.6,9,100.0,4,50.0
