,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,4.0,1,0.0,0.0,4.5,0.0,1,0.0,0,N/A,0.0,3.6,N/A,0,N/A,0,N/A
PNR Screener,0.0,2.0,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,3.6,0.0,0,N/A,1,0.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.35,17.8,0,50.0,2.27,4.0,N/A,0,N/A,0,N/A,1.25,28.6,50.0,3,66.7,5,40.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,3.0,2.0,0,100.0,3.0,4.5,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.35,41.5,1,61.1,1.3,48.9,55.6,8,50.0,1,100.0,1.4,35.7,66.7,5,80.0,4,50.0
TRANSITION,0.87,13.8,0,33.3,N/A,0.0,N/A,0,N/A,0,N/A,0.87,24.6,33.3,3,66.7,3,0.0
Attacking Closeouts,3.0,2.0,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,3.6,100.0,0,N/A,1,100.0
Catch & Shoot,3.0,2.0,0,100.0,3.0,4.5,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.33,6.0,1,100.0,2.0,9.1,100.0,2,100.0,0,N/A,0.0,3.6,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.36,11.8,0,60.0,1.36,26.7,60.0,5,60.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.3,50,6.0,56.8,1.51,44.0,63.2,16,56.2,3,100.0,1.14,56.0,52.0,11,72.7,14,35.7
