,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.14,14.5,5,56.2,1.42,14.2,58.3,5,80.0,7,42.9,0.62,15.1,50.0,2,50.0,2,50.0
PNR Screener,0.71,4.5,2,40.0,0.0,1.9,0.0,2,0.0,0,N/A,1.0,9.4,66.7,2,50.0,1,100.0
DHO Ball Handler,0.0,2.5,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,7.5,0.0,2,0.0,1,0.0
DHO Screener,1.0,1.3,0,50.0,0.0,1.0,0.0,1,0.0,0,N/A,2.0,1.9,100.0,1,100.0,0,N/A
DBL Ball Handler,1.74,1.8,0,50.0,2.27,0.8,N/A,0,N/A,0,N/A,1.5,3.8,50.0,0,N/A,2,50.0
DBL Screener,3.0,0.6,0,100.0,3.0,1.0,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.91,25.3,7,45.2,1.09,22.8,52.6,12,66.7,7,28.6,0.62,30.2,33.3,3,66.7,9,22.2
TRANSITION,0.67,13.2,5,35.7,0.72,13.3,36.4,9,44.4,2,0.0,0.58,13.0,33.3,3,33.3,0,N/A
Attacking Closeouts,0.74,4.3,0,20.0,0.35,2.8,0.0,1,0.0,1,0.0,1.03,7.3,33.3,0,N/A,3,33.3
Catch & Shoot,0.94,10.2,0,31.2,0.94,15.4,31.2,0,N/A,16,31.2,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.91,7.0,1,40.0,0.86,6.7,28.6,0,N/A,7,28.6,1.0,7.5,66.7,2,100.0,1,0.0
Cutting,1.36,11.7,2,73.3,1.44,14.7,76.9,13,76.9,0,N/A,1.0,5.7,50.0,0,N/A,2,50.0
Off. Rebounds,1.19,3.7,1,75.0,1.19,5.7,75.0,4,75.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.97,157,15.3,46.0,1.08,66.2,47.7,47,61.7,41,31.7,0.74,33.8,41.7,15,53.3,21,33.3
