,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.8,33.8,2,34.0,0.53,31.4,25.0,26,23.1,6,33.3,1.26,39.0,50.0,9,44.4,9,55.6
PNR Screener,0.0,0.6,0,0.0,0.0,0.9,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.86,1.5,0,0.0,0.86,2.1,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.04,1.8,0,50.0,1.14,0.8,N/A,0,N/A,0,N/A,1.0,3.9,50.0,1,100.0,1,0.0
DBL Ball Handler,1.33,1.9,0,66.7,2.0,1.9,100.0,2,100.0,0,N/A,0.0,2.0,0.0,0,N/A,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.13,35.1,2,46.9,1.1,30.4,44.4,22,50.0,5,20.0,1.17,45.1,50.0,8,75.0,14,35.7
TRANSITION,1.14,6.1,0,42.9,1.27,8.0,50.0,6,50.0,0,N/A,0.0,2.0,0.0,1,0.0,0,N/A
Attacking Closeouts,0.85,5.2,2,25.0,0.97,6.7,33.3,2,50.0,1,0.0,0.0,2.0,0.0,1,0.0,0,N/A
Catch & Shoot,1.71,4.4,0,57.1,1.71,6.5,57.1,0,N/A,7,57.1,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.0,1.3,0,100.0,2.0,1.9,100.0,2,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.12,5.0,1,57.1,1.0,5.6,60.0,5,60.0,0,N/A,1.5,3.9,50.0,0,N/A,2,50.0
Off. Rebounds,1.31,4.3,1,80.0,0.82,4.5,66.7,3,66.7,0,N/A,2.5,3.9,100.0,1,100.0,1,100.0
TOTAL,1.04,159,5.0,44.2,0.97,67.9,41.6,70,42.9,19,36.8,1.2,32.1,49.0,21,57.1,28,42.9
