Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,70,20,9,2,2,0,136,30,26,3,4,25,19
shoot2FGM,35,13,3,1,0,0,55,24,16,3,3,18,12
shoot2FTA,19,1,2,4,0,0,39,15,8,0,0,10,11
shoot2FTM,17,0,2,2,0,0,32,11,7,0,0,6,10
shoot2TO,7,5,1,1,0,0,13,3,1,0,0,2,0
shoot3FGA,34,4,23,1,2,0,25,10,6,69,11,0,0
shoot3FGM,13,1,9,0,1,0,3,5,3,43,4,0,0
shoot3FTA,3,0,0,0,0,0,3,0,0,0,0,0,0
shoot3FTM,3,0,0,0,0,0,3,0,0,0,0,0,0
shoot3TO,2,0,0,0,0,0,2,1,1,2,0,0,0
pass2FGA,25,1,4,8,0,0,25,16,4,0,0,3,3
pass2FGM,16,1,2,3,0,0,19,15,3,0,0,1,0
pass2FTA,3,0,4,2,2,0,2,6,0,2,0,4,0
pass2FTM,1,0,2,2,2,0,2,4,0,1,0,2,0
pass2TO,7,3,1,0,0,0,4,2,1,0,1,1,0
pass3FGA,17,5,3,25,0,0,23,14,4,2,0,2,3
pass3FGM,9,3,1,10,0,0,15,9,3,2,0,1,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,4,3,2,1,0,0,4,2,1,0,0,0,2
