,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
JOKIC,1.0,10.5%,1,100.0%,N/A,0.0%,N/A,0,N/A,0,N/A,1.0,22.2%,100.0%,1,100.0%,0,N/A
GORDON,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
BRYANT,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
NNAJI,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
OTHERS,1.5,21.1%,0,75.0%,2.0,20.0%,100.0%,2,100.0%,0,N/A,1.0,22.2%,50.0%,1,100.0%,1,0.0%
ISO,0.0,5.3%,0,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A,0.0,11.1%,0.0%,1,0.0%,0,N/A
Transition,0.93,33.9%,0,33.3%,0.75,40.0%,25.0%,3,0.0%,1,100.0%,1.23,27.1%,50.0%,1,100.0%,1,0.0%
Attacking Closeouts,0.0,10.5%,1,0.0%,0.0,10.0%,0.0%,1,0.0%,0,N/A,0.0,11.1%,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,10.5%,0,0.0%,0.0,20.0%,0.0%,0,N/A,2,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Cutting,2.66,9.9%,0,100.0%,2.27,8.8%,N/A,0,N/A,0,N/A,3.0,11.1%,100.0%,0,N/A,1,100.0%
Off. Rebounds,0.0,5.3%,0,0.0%,0.0,10.0%,0.0%,1,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
PNR / DHO,1.33,31.6%,1,80.0%,2.0,33.3%,100.0%,2,100.0%,0,N/A,1,66.7%,66.7%,2,100.0%,1,0.0%
TOTAL,0.94,19,10.5%,41.2%,0.83,52.6%,30.0%,7,28.6%,3,33.3%,1.06,47.4%,57.1%,4,75.0%,3,33.3%
