,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.08,7.2,0,100.0,2.08,10.3,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.14,4.4,0,N/A,1.14,6.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,2.13,18.8,0,100.0,2.27,12.6,N/A,0,N/A,0,N/A,2.0,33.3,100.0,2,100.0,0,N/A
Attacking Closeouts,0.67,15.0,1,50.0,0.67,21.4,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.86,35.0,1,33.3,1.2,35.7,40.0,0,N/A,5,40.0,0.0,33.3,0.0,0,N/A,1,0.0
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.67,15.0,0,66.7,1.0,14.3,50.0,2,50.0,0,N/A,3.0,16.7,100.0,0,N/A,1,100.0
Off. Rebounds,3.0,5.0,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,16.7,100.0,0,N/A,1,100.0
TOTAL,1.39,20,10.0,60.0,1.28,70.0,50.0,5,60.0,5,40.0,1.67,30.0,80.0,2,100.0,3,66.7
