Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,24,13,0,0,3,2,50,37,38,1,5,17,18
shoot2FGM,12,11,0,0,1,2,25,20,20,1,1,14,15
shoot2FTA,7,6,0,0,0,0,12,16,21,0,0,7,9
shoot2FTM,6,4,0,0,0,0,8,12,17,0,0,5,8
shoot2TO,6,1,0,0,0,0,8,4,4,0,0,2,0
shoot3FGA,10,9,4,1,0,0,12,13,14,107,1,0,0
shoot3FGM,2,5,3,0,0,0,6,4,2,34,1,0,0
shoot3FTA,0,0,0,0,0,0,3,3,0,3,0,0,0
shoot3FTM,0,0,0,0,0,0,3,2,0,2,0,0,0
shoot3TO,0,0,0,0,0,0,1,1,1,2,0,0,0
pass2FGA,19,0,1,1,2,0,17,17,5,1,2,2,2
pass2FGM,14,0,1,1,2,0,11,14,4,1,1,0,2
pass2FTA,7,0,0,0,0,0,11,13,5,0,2,0,2
pass2FTM,4,0,0,0,0,0,6,12,3,0,1,0,2
pass2TO,3,1,0,0,0,0,1,5,0,1,1,0,0
pass3FGA,23,6,1,2,0,0,24,18,19,2,0,4,2
pass3FGM,9,4,1,1,0,0,7,5,8,0,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,2,3,0,0,0,0,3,1,1,0,0,0,1
