Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,4,6,1,4,0,1,41,2,3,0,3,10,2
shoot2FGM,2,6,0,3,0,0,23,2,2,0,1,7,2
shoot2FTA,0,2,0,2,0,0,10,4,4,0,0,6,6
shoot2FTM,0,2,0,2,0,0,7,3,3,0,0,5,6
shoot2TO,0,1,0,0,0,0,9,0,0,0,0,0,0
shoot3FGA,0,5,0,3,0,0,1,0,0,8,0,0,0
shoot3FGM,0,2,0,2,0,0,0,0,0,4,0,0,0
shoot3FTA,0,0,0,3,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,3,0,0,0,0,0,0,0,0,0
shoot3TO,1,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,2,6,0,9,0,1,12,4,2,0,1,0,0
pass2FGM,1,3,0,4,0,1,11,1,2,0,1,0,0
pass2FTA,0,0,0,3,0,0,10,4,0,0,0,0,0
pass2FTM,0,0,0,3,0,0,7,1,0,0,0,0,0
pass2TO,0,2,0,0,0,0,0,1,0,0,0,0,0
pass3FGA,1,2,0,5,0,0,15,2,0,0,1,0,2
pass3FGM,0,0,0,2,0,0,4,0,0,0,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,0,0,0,2,0,0,0,0,0,0
