Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,34,7,9,4,0,0,56,23,13,0,11,35,13
shoot2FGM,20,7,4,4,0,0,29,15,8,0,4,26,7
shoot2FTA,0,2,3,2,0,0,16,23,6,0,0,17,6
shoot2FTM,0,2,2,2,0,0,13,19,5,0,0,13,4
shoot2TO,2,2,5,0,0,0,8,3,0,0,0,3,0
shoot3FGA,5,2,5,4,0,2,9,3,6,59,2,0,0
shoot3FGM,2,1,1,2,0,0,0,0,2,27,0,0,0
shoot3FTA,0,0,0,6,0,0,0,0,0,6,0,0,0
shoot3FTM,0,0,0,6,0,0,0,0,0,6,0,0,0
shoot3TO,4,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,18,5,4,9,0,1,10,10,5,0,1,1,3
pass2FGM,14,4,4,3,0,1,10,7,5,0,1,1,3
pass2FTA,7,0,2,3,0,0,8,8,4,0,0,0,0
pass2FTM,3,0,2,3,0,0,8,6,3,0,0,0,0
pass2TO,5,1,1,0,0,0,2,0,0,1,0,0,0
pass3FGA,16,1,4,6,2,0,14,19,6,0,2,3,2
pass3FGM,4,0,2,1,0,0,6,10,4,0,0,2,2
pass3FTA,0,0,6,0,0,0,6,0,0,0,0,0,0
pass3FTM,0,0,6,0,0,0,6,0,0,0,0,0,0
pass3TO,3,0,0,0,0,0,2,0,0,0,2,0,0
