,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,14.3,0,0.0,0.0,18.2,0.0,2,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,14.3,0,0.0,0.0,9.1,0.0,0,N/A,1,0.0,0.0,33.3,0.0,0,N/A,1,0.0
TRANSITION,2.0,21.4,0,66.7,3.0,9.1,100.0,0,N/A,1,100.0,1.5,66.7,50.0,0,N/A,2,50.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,7.1,0,0.0,0.0,9.1,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.23,17.4,0,50.0,1.23,22.2,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.33,21.4,0,66.7,1.33,27.3,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,7.1,0,100.0,2.0,9.1,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.04,14,0.0,42.9,1.05,78.6,45.5,6,50.0,5,40.0,1.0,21.4,33.3,0,nan,3,33.3
