,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
JOKIC,1.0,10.5%,0,50.0%,1.0,16.7%,50.0%,2,50.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
GORDON,2.0,5.3%,0,100.0%,2.0,8.3%,100.0%,1,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
BRYANT,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
NNAJI,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
OTHERS,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISO,1.29,20.4%,0,66.7%,0.0,8.3%,0.0%,0,N/A,1,0.0%,1.74,41.1%,100.0%,2,100.0%,0,N/A
Transition,3.0,10.5%,0,100.0%,3.0,8.3%,100.0%,0,N/A,1,100.0%,3.0,14.3%,100.0%,0,N/A,1,100.0%
Attacking Closeouts,0.0,10.5%,1,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A,0.0,28.6%,0.0%,0,N/A,1,0.0%
Catch & Shoot,2.2,26.3%,0,80.0%,2.25,33.3%,75.0%,0,N/A,4,75.0%,2.0,14.3%,100.0%,1,100.0%,0,N/A
Off Ball Screens,1.06,9.9%,1,N/A,2.27,7.3%,N/A,0,N/A,0,N/A,0.0,14.3%,N/A,0,N/A,0,N/A
Cutting,2.0,5.3%,0,100.0%,2.0,8.3%,100.0%,1,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,10.5%,0,100.0%,2.0,16.7%,100.0%,2,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
PNR / DHO,1.33,15.8%,0,66.7%,1.33,100.0%,66.7%,3,66.7%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
TOTAL,1.64,19,10.5%,76.5%,1.86,63.2%,75.0%,6,83.3%,6,66.7%,1.27,36.8%,80.0%,3,100.0%,2,50.0%
