,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.0,4.5,0,100.0,2.0,5.6,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,4.5,0,0.0,0.0,5.6,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,4.5,0,0.0,0.0,5.6,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,1.71,31.8,0,71.4,1.67,16.7,66.7,1,100.0,2,50.0,1.75,100.0,75.0,2,100.0,2,50.0
Attacking Closeouts,1.04,13.1,1,100.0,1.04,16.0,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,18.2,0,0.0,0.0,22.2,0.0,0,N/A,4,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,9.1,0,50.0,1.0,11.1,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.0,9.1,0,50.0,1.0,11.1,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.0,9.1,0,50.0,1.0,11.1,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.01,22,4.5,47.6,0.85,81.8,41.2,11,54.5,6,16.7,1.75,18.2,75.0,2,100.0,2,50.0
