,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,5.0,0,0.0,0.0,6.2,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.5,20.0,0,25.0,0.5,25.0,25.0,2,50.0,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,5.0,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,25.0,0.0,1,0.0,0,N/A
TRANSITION,3.0,5.0,0,100.0,3.0,6.2,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,1.0,10.0,0,50.0,1.0,12.5,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.86,35.0,0,28.6,0.86,43.8,28.6,0,N/A,7,28.6,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.5,10.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A,1.5,50.0,100.0,0,N/A,1,100.0
Cutting,2.27,4.4,0,N/A,2.27,5.5,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,10.0,0,0.0,0.0,6.2,0.0,1,0.0,0,N/A,0.0,25.0,0.0,0,N/A,1,0.0
TOTAL,0.86,20,5.0,31.6,0.89,80.0,31.2,6,33.3,10,30.0,0.75,20.0,33.3,1,0.0,2,50.0
