,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.79,40.0,4,45.0,0.89,31.0,44.4,9,44.4,0,N/A,0.73,48.4,45.5,7,57.1,4,25.0
PNR Screener,1.0,3.3,0,50.0,2.0,3.4,100.0,1,100.0,0,N/A,0.0,3.2,0.0,0,N/A,1,0.0
DHO Ball Handler,0.26,6.5,0,0.0,0.53,6.5,0.0,1,0.0,0,N/A,0.0,6.5,0.0,2,0.0,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.0,1.7,0,0.0,0.0,3.4,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.5,6.7,0,25.0,0.0,6.9,0.0,2,0.0,0,N/A,1.0,6.5,50.0,1,100.0,1,0.0
TRANSITION,1.24,17.5,0,28.6,1.0,6.9,50.0,2,50.0,0,N/A,1.29,27.5,20.0,1,0.0,4,25.0
Attacking Closeouts,0.0,5.0,0,0.0,0.0,3.4,0.0,1,0.0,0,N/A,0.0,6.5,0.0,1,0.0,1,0.0
Catch & Shoot,1.15,21.7,0,38.5,1.25,41.4,41.7,0,N/A,12,41.7,0.0,3.2,0.0,0,N/A,1,0.0
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.85,60,6.7,34.0,0.94,48.3,37.9,17,35.3,12,41.7,0.76,51.7,29.2,12,41.7,12,16.7
