,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.28,37.2,2,50.0,1.41,34.8,50.0,4,25.0,8,62.5,1.16,39.8,50.0,11,45.5,3,66.7
PNR Screener,2.27,1.0,0,N/A,2.27,2.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.62,9.3,0,25.0,1.0,11.1,40.0,2,50.0,3,33.3,0.0,7.3,0.0,2,0.0,1,0.0
DHO Screener,2.16,2.7,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.16,5.7,100.0,0,N/A,1,100.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.96,12.1,2,50.0,1.0,15.6,50.0,4,50.0,2,50.0,0.87,8.4,50.0,1,100.0,1,0.0
TRANSITION,1.28,17.3,2,66.7,0.75,8.9,33.3,1,0.0,2,50.0,1.47,26.5,77.8,7,100.0,2,0.0
Attacking Closeouts,1.31,8.0,0,50.0,2.08,6.4,100.0,2,100.0,0,N/A,0.75,9.8,25.0,1,0.0,3,33.3
Catch & Shoot,0.67,10.5,0,22.2,0.75,17.8,25.0,0,N/A,8,25.0,0.0,2.4,0.0,1,0.0,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.0,1.2,0,0.0,0.0,2.2,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.5,2.3,0,50.0,3.0,2.2,100.0,0,N/A,1,100.0,0.0,2.4,0.0,1,0.0,0,N/A
TOTAL,1.14,86,7.0,46.6,1.19,52.3,44.7,14,42.9,24,45.8,1.1,47.7,48.6,24,54.2,11,36.4
