,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.75,16.7,0,25.0,0.6,13.9,20.0,1,0.0,4,25.0,1.0,25.0,33.3,1,0.0,2,50.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.25,8.3,0,50.0,1.67,8.3,66.7,2,50.0,1,100.0,0.0,8.3,0.0,0,N/A,1,0.0
TRANSITION,1.6,24.7,1,70.0,1.7,16.3,60.0,2,50.0,3,66.7,1.5,50.0,80.0,3,100.0,2,50.0
Attacking Closeouts,0.79,18.5,2,33.3,0.29,19.1,0.0,2,0.0,2,0.0,2.5,16.7,100.0,1,100.0,1,100.0
Catch & Shoot,2.11,18.8,0,77.8,2.11,25.0,77.8,2,100.0,7,71.4,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,12.5,0,33.3,1.0,16.7,33.3,0,N/A,6,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,2.1,0,0.0,0.0,2.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.27,48,6.2,50.0,1.22,75.0,45.5,10,40.0,23,47.8,1.42,25.0,63.6,5,80.0,6,50.0
