,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.45,35.0,2,58.3,1.61,35.7,64.0,13,69.2,12,58.3,1.15,33.9,45.5,4,25.0,7,57.1
PNR Screener,2.0,0.9,0,100.0,2.0,1.3,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.3,12.0,0,46.2,1.56,12.0,55.6,3,33.3,6,66.7,0.82,11.9,25.0,2,50.0,2,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.0,0.9,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,2.4,0.0,1,0.0,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.96,18.0,1,47.4,1.0,18.7,50.0,13,53.8,1,0.0,0.87,16.8,40.0,2,100.0,3,0.0
TRANSITION,1.22,21.9,1,55.0,1.68,16.7,66.7,5,80.0,4,50.0,0.78,31.4,45.5,7,71.4,4,0.0
Attacking Closeouts,1.0,2.6,0,33.3,1.0,4.0,33.3,2,0.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.38,6.9,0,12.5,0.43,9.3,14.3,0,N/A,7,14.3,0.0,2.4,0.0,0,N/A,1,0.0
Off Ball Screens,0.0,0.9,0,0.0,0.0,1.3,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.0,1.7,0,50.0,2.0,1.3,100.0,1,100.0,0,N/A,0.0,2.4,0.0,0,N/A,1,0.0
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.18,116,3.4,49.0,1.35,64.7,54.3,38,60.5,32,46.9,0.87,35.3,38.2,16,56.2,18,22.2
