,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.3,6.1,1,50.0,1.19,6.3,40.0,2,0.0,3,66.7,1.4,5.9,60.0,2,50.0,3,66.7
PNR Screener,1.03,4.3,0,42.9,0.8,5.3,40.0,4,50.0,1,0.0,1.33,3.4,50.0,0,N/A,2,50.0
DHO Ball Handler,3.0,0.5,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,0.9,100.0,0,N/A,1,100.0
DHO Screener,1.0,15.2,1,41.4,0.82,5.2,25.0,3,33.3,1,0.0,1.04,23.9,44.0,11,54.5,14,35.7
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,3.0,0.5,0,100.0,3.0,1.1,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.13,43.3,11,54.4,1.17,49.0,52.8,33,48.5,3,100.0,1.08,38.3,56.2,16,75.0,16,37.5
TRANSITION,1.04,15.2,0,41.4,1.2,5.3,60.0,5,60.0,0,N/A,1.01,23.6,37.5,10,50.0,14,28.6
Attacking Closeouts,1.5,1.0,1,100.0,0.0,1.1,N/A,0,N/A,0,N/A,3.0,0.9,100.0,0,N/A,1,100.0
Catch & Shoot,1.0,3.0,0,33.3,1.0,6.4,33.3,0,N/A,6,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.2,2.5,1,75.0,1.33,3.2,66.7,3,66.7,0,N/A,1.0,1.8,100.0,1,100.0,0,N/A
Cutting,1.14,3.4,0,57.1,1.33,6.4,66.7,6,66.7,0,N/A,0.0,0.9,0.0,0,N/A,1,0.0
Off. Rebounds,1.49,6.0,0,66.7,1.35,11.8,62.5,8,62.5,0,N/A,3.0,0.9,100.0,0,N/A,1,100.0
TOTAL,1.14,203,7.4,50.6,1.17,46.3,51.9,64,51.6,15,53.3,1.12,53.7,49.5,40,62.5,53,39.6
