,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.33,5.2,0,100.0,3.0,2.3,100.0,0,N/A,1,100.0,2.0,13.3,100.0,2,100.0,0,N/A
PNR Screener,0.0,1.7,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,6.7,N/A,0,N/A,0,N/A
DHO Ball Handler,1.45,11.9,0,66.7,1.4,11.6,60.0,2,100.0,3,33.3,1.6,12.5,100.0,0,N/A,1,100.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.39,9.9,0,50.0,1.74,6.7,50.0,1,0.0,1,100.0,1.04,19.2,50.0,2,50.0,0,N/A
TRANSITION,1.88,30.2,0,78.6,1.56,26.8,62.5,4,100.0,4,25.0,2.5,40.0,100.0,3,100.0,3,100.0
Attacking Closeouts,1.33,5.2,0,66.7,1.33,7.0,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.29,24.1,0,42.9,1.29,32.6,42.9,0,N/A,14,42.9,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.67,5.2,0,33.3,0.0,2.3,0.0,0,N/A,1,0.0,1.0,13.3,50.0,1,100.0,1,0.0
Cutting,1.33,5.2,0,66.7,1.33,7.0,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.0,3.4,0,50.0,1.0,4.7,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.49,58,1.7,61.5,1.41,74.1,53.8,15,73.3,24,41.7,1.71,25.9,84.6,8,87.5,5,80.0
