,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.32,13.1,5,58.0,1.27,11.5,54.4,45,57.8,12,41.7,1.39,16.1,62.8,22,72.7,21,52.4
PNR Screener,1.26,5.3,6,61.1,1.45,5.4,64.0,18,66.7,7,57.1,0.91,5.2,54.5,5,80.0,6,33.3
DHO Ball Handler,0.83,5.9,4,37.8,0.91,6.3,38.2,22,45.5,12,25.0,0.66,5.3,36.4,5,60.0,6,16.7
DHO Screener,1.06,4.7,0,43.6,1.11,1.8,44.4,6,50.0,3,33.3,1.04,10.1,43.3,17,52.9,13,30.8
DBL Ball Handler,0.77,0.4,0,33.3,1.04,0.5,50.0,2,50.0,0,N/A,0.0,0.3,0.0,1,0.0,0,N/A
DBL Screener,0.0,0.2,1,0.0,0.0,0.2,0.0,1,0.0,0,N/A,0.0,0.3,N/A,0,N/A,0,N/A
ISOLATION,1.18,26.8,21,55.3,1.1,23.1,51.4,96,53.1,15,40.0,1.26,33.3,60.8,44,72.7,35,45.7
TRANSITION,1.38,17.5,10,60.2,1.36,15.9,60.0,50,66.0,20,45.0,1.4,20.3,60.4,28,71.4,25,48.0
Attacking Closeouts,0.94,3.7,3,40.0,1.01,3.9,42.9,12,50.0,2,0.0,0.82,3.5,36.4,4,75.0,7,14.3
Catch & Shoot,1.12,8.4,0,37.8,1.11,13.0,37.0,0,N/A,73,37.0,2.0,0.3,100.0,1,100.0,0,N/A
Off Ball Screens,1.25,3.4,5,63.6,1.42,4.4,68.4,11,81.8,8,50.0,0.4,1.6,33.3,1,100.0,2,0.0
Cutting,1.25,6.8,5,64.4,1.32,9.3,65.9,41,65.9,0,N/A,0.71,2.2,50.0,1,100.0,3,33.3
Off. Rebounds,1.17,3.7,0,55.2,1.3,4.9,64.0,25,64.0,0,N/A,0.41,1.6,0.0,1,0.0,3,0.0
TOTAL,1.2,877,6.8,53.4,1.21,64.2,52.6,329,59.0,152,38.8,1.18,35.8,55.0,130,69.2,121,39.7
