,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.34,9.7,0,46.2,1.1,12.5,36.4,8,25.0,3,66.7,2.43,4.8,100.0,1,100.0,1,100.0
PNR Screener,2.0,2.5,1,100.0,3.0,1.0,100.0,0,N/A,1,100.0,1.67,5.0,100.0,1,100.0,1,100.0
DHO Ball Handler,1.67,3.7,1,80.0,2.67,2.9,100.0,1,100.0,2,100.0,0.67,5.0,50.0,2,50.0,0,N/A
DHO Screener,2.0,3.1,0,80.0,0.0,1.0,0.0,1,0.0,0,N/A,2.5,6.7,100.0,2,100.0,2,100.0
DBL Ball Handler,0.69,1.8,1,0.0,0.0,2.0,0.0,1,0.0,0,N/A,2.27,1.5,N/A,0,N/A,0,N/A
DBL Screener,2.27,0.5,0,N/A,2.27,0.9,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.74,26.5,6,33.3,0.53,16.5,21.4,9,22.2,5,20.0,0.88,43.5,42.1,11,45.5,8,37.5
TRANSITION,1.32,16.9,1,44.4,1.59,13.6,62.5,6,66.7,2,50.0,1.04,22.5,30.0,4,75.0,6,0.0
Attacking Closeouts,0.59,5.2,0,25.0,0.92,5.3,40.0,4,50.0,1,0.0,0.0,5.0,0.0,2,0.0,1,0.0
Catch & Shoot,0.83,11.1,0,27.8,0.83,17.6,27.8,0,N/A,18,27.8,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.31,6.0,0,0.0,0.35,8.5,0.0,5,0.0,1,0.0,0.0,1.7,0.0,1,0.0,0,N/A
Cutting,1.41,8.8,0,66.7,1.52,12.9,72.7,11,72.7,0,N/A,0.0,1.7,0.0,0,N/A,1,0.0
Off. Rebounds,1.68,4.8,0,66.7,1.74,5.6,75.0,3,100.0,1,0.0,1.5,3.3,50.0,0,N/A,2,50.0
TOTAL,1.09,162,6.2,42.6,1.08,63.0,41.0,49,44.9,34,35.3,1.09,37.0,45.7,24,54.2,22,36.4
