,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,2.0,9.1,0,100.0,2.0,14.3,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.06,17.1,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,1.06,47.0,0.0,1,0.0,0,N/A
TRANSITION,1.5,18.2,0,50.0,0.0,14.3,0.0,1,0.0,0,N/A,3.0,25.0,100.0,0,N/A,1,100.0
Attacking Closeouts,1.5,18.2,0,50.0,0.0,14.3,0.0,1,0.0,0,N/A,3.0,25.0,100.0,0,N/A,1,100.0
Catch & Shoot,1.29,35.3,0,33.3,1.0,42.9,33.3,0,N/A,3,33.3,2.27,22.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,9.1,0,0.0,0.0,14.3,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.28,11,0.0,40.0,0.71,63.6,28.6,3,33.3,4,25.0,2.1,36.4,66.7,1,0.0,2,100.0
