,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.0,2.4,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,7.7,100.0,1,100.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,2.0,2.4,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,7.7,100.0,1,100.0,0,N/A
DBL Screener,0.0,2.4,0,0.0,0.0,3.6,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.86,65.3,3,40.9,0.87,74.1,41.2,14,42.9,3,33.3,0.83,46.2,40.0,3,33.3,2,50.0
TRANSITION,1.55,18.9,1,80.0,1.47,17.0,100.0,2,100.0,0,N/A,1.67,23.1,66.7,2,50.0,1,100.0
Attacking Closeouts,0.0,4.9,1,0.0,0.0,3.6,0.0,1,0.0,0,N/A,0.0,7.7,N/A,0,N/A,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,2.4,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,7.7,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,2.4,0,100.0,2.0,3.6,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.99,41,14.6,50.0,0.95,68.3,45.5,18,50.0,4,25.0,1.08,31.7,60.0,7,57.1,3,66.7
