,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.13,33.8,3,50.0,1.32,29.3,50.0,5,60.0,7,42.9,1.03,36.8,50.0,12,66.7,8,25.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.33,8.2,0,55.6,2.0,6.8,66.7,1,0.0,2,100.0,1.0,9.1,50.0,4,75.0,2,0.0
DHO Screener,0.0,2.7,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,4.5,0.0,1,0.0,2,0.0
DBL Ball Handler,0.83,5.5,0,33.3,0.0,4.5,0.0,1,0.0,1,0.0,1.25,6.1,50.0,2,50.0,2,50.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.04,13.1,2,50.0,1.0,13.6,50.0,5,60.0,1,0.0,1.07,12.8,50.0,1,100.0,5,40.0
TRANSITION,1.31,14.6,0,46.2,1.13,12.1,25.0,2,0.0,2,50.0,1.39,16.3,55.6,2,100.0,7,42.9
Attacking Closeouts,1.5,15.1,2,66.7,2.05,22.2,87.5,5,80.0,3,100.0,0.73,10.4,25.0,1,0.0,3,33.3
Catch & Shoot,0.0,4.5,0,0.0,0.0,11.4,0.0,0,N/A,5,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.8,4.0,1,100.0,3.0,2.3,100.0,0,N/A,1,100.0,1.45,5.2,100.0,2,100.0,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.14,110,7.3,48.4,1.29,40.0,48.8,19,52.6,22,45.5,1.05,60.0,48.1,25,68.0,29,31.0
