,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.52,7.5,0,0.0,0.0,5.3,0.0,2,0.0,0,N/A,1.06,13.4,0.0,1,0.0,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,3.8,1,0.0,0.0,2.6,0.0,0,N/A,1,0.0,0.0,7.1,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.0,13.5,1,50.0,1.0,13.2,50.0,3,33.3,1,100.0,1.0,14.3,50.0,1,100.0,1,0.0
TRANSITION,0.89,13.0,1,25.0,0.82,12.8,33.3,1,100.0,2,0.0,1.06,13.4,0.0,0,N/A,1,0.0
Attacking Closeouts,0.79,22.0,2,33.3,0.68,11.7,33.3,3,33.3,0,N/A,0.86,50.0,33.3,1,0.0,5,40.0
Catch & Shoot,1.12,30.8,0,37.5,1.12,42.1,37.5,0,N/A,16,37.5,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.43,5.5,0,100.0,2.43,7.6,100.0,0,N/A,2,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.08,5.5,0,100.0,2.13,4.9,100.0,1,100.0,0,N/A,2.0,7.1,100.0,1,100.0,0,N/A
Off. Rebounds,1.14,1.7,0,N/A,1.14,2.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.04,52,9.6,39.5,1.08,73.1,40.6,10,40.0,22,40.9,0.95,26.9,36.4,4,50.0,7,28.6
