,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,1.16,28.7,4,64.3,0.98,28.3,55.6,9,55.6,0,N/A,1.67,30.0,80.0,3,66.7,2,100.0
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.52,15.2,1,70.0,1.43,8.4,75.0,4,75.0,0,N/A,1.57,35.0,66.7,2,50.0,4,75.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,0.0,1.3,0,0.0,0.0,1.7,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.29,9.0,0,14.3,0.5,6.9,25.0,4,25.0,0,N/A,0.0,15.0,0.0,0,N/A,3,0.0
TRANSITION,0.85,7.5,1,50.0,1.29,6.7,66.7,3,66.7,0,N/A,0.0,10.0,0.0,0,N/A,1,0.0
Attacking Closeouts,0.0,2.6,0,0.0,0.0,3.4,0.0,2,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,1.3,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,5.0,N/A,0,N/A,0,N/A
Cutting,1.66,21.6,0,83.3,1.66,29.0,83.3,12,83.3,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.38,13.9,0,70.0,1.52,17.0,77.8,9,77.8,0,N/A,0.0,5.0,0.0,1,0.0,0,N/A
TOTAL,1.19,78,9.0,60.0,1.24,74.4,63.6,44,63.6,0,N/A,1.05,25.6,50.0,6,50.0,10,50.0
