,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.29,11.6,0,60.0,1.29,16.0,60.0,3,100.0,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.5,8.5,1,33.3,0.0,2.9,0.0,1,0.0,0,N/A,0.67,23.1,50.0,2,50.0,0,N/A
TRANSITION,1.33,6.4,0,66.7,2.0,2.9,100.0,1,100.0,0,N/A,1.0,15.4,50.0,2,50.0,0,N/A
Attacking Closeouts,0.6,21.3,1,33.3,0.67,8.8,50.0,2,50.0,0,N/A,0.57,53.8,28.6,4,50.0,3,0.0
Catch & Shoot,1.29,44.7,0,42.9,1.2,58.8,40.0,0,N/A,20,40.0,3.0,7.7,100.0,0,N/A,1,100.0
Off Ball Screens,1.5,4.3,0,50.0,1.5,5.9,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.0,4.3,1,0.0,0.0,5.9,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.03,47,6.4,43.2,1.1,72.3,43.8,8,62.5,24,37.5,0.85,27.7,41.7,8,50.0,4,25.0
