,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.16,27.4,2,56.2,1.26,20.9,42.9,4,50.0,3,33.3,1.09,36.7,66.7,6,100.0,3,0.0
PNR Screener,2.0,4.2,0,66.7,3.0,4.8,100.0,0,N/A,2,100.0,0.0,3.3,0.0,0,N/A,1,0.0
DHO Ball Handler,2.0,1.4,0,100.0,2.0,2.4,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.43,9.7,1,66.7,2.0,7.1,66.7,1,0.0,2,100.0,1.0,13.3,66.7,2,100.0,1,0.0
TRANSITION,1.5,22.2,1,72.7,2.31,11.3,100.0,2,100.0,1,100.0,1.16,37.3,62.5,6,66.7,2,50.0
Attacking Closeouts,1.14,10.9,0,42.9,1.02,16.4,33.3,5,20.0,1,100.0,2.0,3.3,100.0,1,100.0,0,N/A
Catch & Shoot,1.38,18.1,0,46.2,1.38,31.0,46.2,0,N/A,13,46.2,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,2.8,0,50.0,1.0,4.8,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,1.4,0,100.0,2.0,2.4,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,2.8,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,6.7,0.0,0,N/A,1,0.0
TOTAL,1.32,72,6.9,57.4,1.53,58.3,55.3,16,50.0,22,59.1,1.03,41.7,60.9,15,86.7,8,12.5
