,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.11,11.6,1,47.1,1.37,14.3,53.8,8,50.0,5,60.0,0.4,7.6,25.0,2,50.0,2,0.0
PNR Screener,0.5,2.5,1,33.3,0.67,3.1,33.3,2,50.0,1,0.0,0.0,1.5,N/A,0,N/A,0,N/A
DHO Ball Handler,1.12,4.9,0,37.5,1.5,6.2,50.0,2,0.0,4,75.0,0.0,3.0,0.0,1,0.0,1,0.0
DHO Screener,1.12,4.9,0,37.5,0.0,1.0,0.0,1,0.0,0,N/A,1.29,10.6,42.9,3,0.0,4,75.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.87,26.1,6,42.4,1.19,18.2,57.1,13,61.5,1,0.0,0.64,37.7,31.6,9,44.4,10,20.0
TRANSITION,1.22,26.1,4,54.3,1.38,20.1,56.2,10,70.0,6,33.3,1.09,34.8,52.6,8,62.5,11,45.5
Attacking Closeouts,0.52,2.4,2,0.0,0.52,4.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,0.71,10.4,0,23.5,0.75,16.5,25.0,0,N/A,16,25.0,0.0,1.5,0.0,0,N/A,1,0.0
Off Ball Screens,1.33,3.7,0,50.0,1.2,5.2,40.0,1,0.0,4,50.0,2.0,1.5,100.0,1,100.0,0,N/A
Cutting,0.75,4.9,0,37.5,0.86,7.2,42.9,7,42.9,0,N/A,0.0,1.5,0.0,1,0.0,0,N/A
Off. Rebounds,1.17,3.7,0,50.0,0.8,5.2,40.0,5,40.0,0,N/A,3.0,1.5,100.0,0,N/A,1,100.0
TOTAL,1.0,163,8.6,43.0,1.1,59.5,44.8,50,50.0,37,37.8,0.85,40.5,40.0,25,44.0,30,36.7
