,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.18,16.4,1,50.0,1.42,15.6,63.6,7,57.1,4,75.0,0.84,17.7,28.6,2,0.0,5,40.0
PNR Screener,1.55,3.1,0,66.7,1.39,3.7,50.0,1,0.0,1,100.0,2.0,2.1,100.0,1,100.0,0,N/A
DHO Ball Handler,0.36,8.9,1,20.0,0.5,10.4,28.6,6,33.3,1,0.0,0.0,6.4,0.0,3,0.0,0,N/A
DHO Screener,0.44,7.3,1,25.0,0.0,2.6,0.0,2,0.0,0,N/A,0.57,14.9,33.3,6,33.3,0,N/A
DBL Ball Handler,1.33,2.4,0,66.7,N/A,0.0,N/A,0,N/A,0,N/A,1.33,6.4,66.7,2,100.0,1,0.0
DBL Screener,1.0,1.6,0,50.0,1.0,2.6,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.22,21.7,3,60.0,1.06,19.6,50.0,7,57.1,3,33.3,1.43,25.3,70.0,7,85.7,3,33.3
TRANSITION,1.23,13.2,0,46.7,1.23,9.5,50.0,3,66.7,3,33.3,1.22,19.1,44.4,1,100.0,8,37.5
Attacking Closeouts,1.5,1.6,0,50.0,0.0,1.3,0.0,1,0.0,0,N/A,3.0,2.1,100.0,0,N/A,1,100.0
Catch & Shoot,1.15,10.5,0,38.5,1.15,16.9,38.5,0,N/A,13,38.5,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.68,3.6,1,33.3,0.68,5.8,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.52,6.4,0,71.4,1.52,10.2,71.4,7,71.4,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.0,4.0,0,40.0,1.0,2.6,50.0,2,50.0,0,N/A,1.0,6.4,33.3,1,0.0,2,50.0
TOTAL,1.08,124,5.6,46.8,1.08,62.1,47.0,37,51.4,29,41.4,1.08,37.9,46.5,23,52.2,20,40.0
