,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.05,13.5,3,55.6,1.01,15.1,50.0,13,53.8,1,0.0,1.17,10.5,75.0,3,66.7,1,100.0
PNR Screener,1.0,4.3,1,50.0,1.5,1.9,50.0,1,0.0,1,100.0,0.8,8.8,50.0,2,100.0,2,0.0
DHO Ball Handler,1.5,4.9,0,62.5,1.5,7.6,62.5,6,50.0,2,100.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.65,4.9,0,71.4,N/A,0.0,N/A,0,N/A,0,N/A,1.65,13.8,71.4,5,60.0,2,100.0
DBL Ball Handler,1.04,1.8,0,50.0,1.04,2.7,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.12,21.0,3,50.0,1.04,18.4,47.1,13,53.8,4,25.0,1.22,25.9,54.5,5,80.0,6,33.3
TRANSITION,1.15,18.8,3,50.0,1.02,14.1,45.5,7,42.9,4,50.0,1.27,27.6,53.8,6,66.7,7,42.9
Attacking Closeouts,0.81,7.6,1,30.0,0.96,7.0,40.0,4,50.0,1,0.0,0.6,8.8,20.0,1,0.0,4,25.0
Catch & Shoot,0.56,9.9,0,18.8,0.56,15.2,18.8,0,N/A,16,18.8,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,4.3,3,75.0,1.17,5.7,100.0,2,100.0,1,100.0,0.0,1.8,0.0,0,N/A,1,0.0
Cutting,1.59,5.1,0,66.7,1.81,6.9,80.0,5,80.0,0,N/A,0.0,1.8,0.0,0,N/A,1,0.0
Off. Rebounds,1.33,4.2,0,60.0,1.19,5.6,60.0,5,60.0,0,N/A,2.27,1.5,N/A,0,N/A,0,N/A
TOTAL,1.1,162,8.6,49.3,1.06,64.8,47.7,58,55.2,30,33.3,1.17,35.2,52.2,22,68.2,24,37.5
