,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISOLATION,1.33,12.5%,1,100.0%,1.0,10.5%,100.0%,1,100.0%,0,N/A,2.0,20.0%,100.0%,1,100.0%,0,N/A
TRANSITION,0.0,4.2%,1,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,0.0,20.0%,N/A,0,N/A,0,N/A
Attacking Closeouts,1.64,20.3%,1,66.7%,1.29,20.4%,50.0%,1,0.0%,1,100.0%,3.0,20.0%,100.0%,0,N/A,1,100.0%
Catch & Shoot,1.5,33.3%,0,50.0%,1.5,31.6%,50.0%,0,N/A,6,50.0%,1.5,40.0%,50.0%,0,N/A,2,50.0%
Off Ball Screens,1.25,16.7%,0,50.0%,1.25,21.1%,50.0%,2,50.0%,2,50.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Cutting,2.05,10.2%,0,100.0%,2.05,12.8%,100.0%,2,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,4.2%,0,100.0%,2.0,5.3%,100.0%,1,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
TOTAL,1.48,24,12.5%,65.0%,1.45,79.2%,62.5%,7,71.4%,9,55.6%,1.6,20.8%,75.0%,1,100.0%,3,66.7%
