,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DHO Ball Handler,0.75,21.1%,0,25.0%,1.0,23.1%,33.3%,1,0.0%,2,50.0%,0.0,16.7%,0.0%,0,N/A,1,0.0%
DHO Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
ISOLATION,0.0,5.3%,1,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,0.0,16.7%,N/A,0,N/A,0,N/A
TRANSITION,1.25,21.1%,0,50.0%,1.5,15.4%,50.0%,1,0.0%,1,100.0%,1.0,33.3%,50.0%,1,100.0%,1,0.0%
Attacking Closeouts,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Catch & Shoot,3.0,21.1%,0,100.0%,3.0,23.1%,100.0%,0,N/A,3,100.0%,3.0,16.7%,100.0%,0,N/A,1,100.0%
Off Ball Screens,0.75,21.1%,0,25.0%,0.0,23.1%,0.0%,3,0.0%,0,N/A,3.0,16.7%,100.0%,0,N/A,1,100.0%
Cutting,2.08,7.6%,0,100.0%,2.08,11.1%,100.0%,1,100.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,5.3%,0,0.0%,0.0,7.7%,0.0%,1,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
TOTAL,1.34,19,5.3%,50.0%,1.34,68.4%,46.2%,7,14.3%,6,83.3%,1.33,31.6%,60.0%,1,100.0%,4,50.0%
