,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,3.0,8.3%,0,100.0%,3.0,8.3%,100.0%,0,N/A,1,100.0%,N/A,N/A,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DHO Ball Handler,0.75,33.3%,0,25.0%,0.75,33.3%,25.0%,2,0.0%,2,50.0%,N/A,N/A,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
ISOLATION,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TRANSITION,3.0,8.3%,0,100.0%,3.0,8.3%,100.0%,0,N/A,1,100.0%,N/A,N/A,N/A,0,N/A,0,N/A
Attacking Closeouts,2.0,8.3%,0,100.0%,2.0,8.3%,100.0%,1,100.0%,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,16.7%,0,0.0%,0.0,16.7%,0.0%,0,N/A,2,0.0%,N/A,N/A,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Cutting,2.0,16.7%,0,100.0%,2.0,16.7%,100.0%,2,100.0%,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
Off. Rebounds,2.0,8.3%,0,100.0%,2.0,8.3%,100.0%,1,100.0%,0,N/A,N/A,N/A,N/A,0,N/A,0,N/A
TOTAL,1.42,12,0.0%,58.3%,1.42,100.0%,58.3%,6,66.7%,6,50.0%,nan,0.0%,nan%,0,nan%,0,nan%
