Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,2,2,0,3,0,0,21,4,0,0,3,5,7
shoot2FGM,0,1,0,1,0,0,11,3,0,0,2,3,4
shoot2FTA,0,0,0,2,0,0,13,0,0,0,0,0,6
shoot2FTM,0,0,0,2,0,0,10,0,0,0,0,0,4
shoot2TO,0,0,0,0,0,0,1,0,0,0,0,0,0
shoot3FGA,3,1,0,0,0,1,1,0,0,4,0,0,0
shoot3FGM,2,0,0,0,0,1,1,0,0,1,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,2,0,0,6,0,0,10,9,0,0,1,0,0
pass2FGM,1,0,0,3,0,0,7,5,0,0,1,0,0
pass2FTA,0,2,0,0,0,0,2,4,0,0,0,0,0
pass2FTM,0,1,0,0,0,0,2,4,0,0,0,0,0
pass2TO,1,0,0,0,0,0,4,0,0,0,1,0,0
pass3FGA,1,1,1,11,0,0,13,10,1,0,0,0,1
pass3FGM,0,0,1,5,0,0,4,4,1,0,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,0,1,0,0,3,0,0,0,0,0,0
