,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.01,26.9,1,42.9,1.4,33.3,60.0,4,50.0,1,100.0,0.52,21.6,0.0,1,0.0,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.9,13.5,0,25.0,0.0,20.0,0.0,2,0.0,1,0.0,2.78,8.0,100.0,0,N/A,1,100.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,3.0,3.0,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,5.6,100.0,0,N/A,1,100.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.43,21.2,2,100.0,2.0,6.7,100.0,1,100.0,0,N/A,1.33,33.3,100.0,4,100.0,0,N/A
TRANSITION,1.13,26.9,1,57.1,1.33,20.0,66.7,2,100.0,1,0.0,1.02,32.7,50.0,1,100.0,3,33.3
Attacking Closeouts,2.27,2.7,0,N/A,2.27,5.9,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,3.0,3.0,0,100.0,3.0,6.7,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,6.1,0,0.0,0.0,13.3,0.0,1,0.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.2,33,12.1,55.6,1.13,45.5,46.7,10,50.0,5,40.0,1.26,54.5,66.7,6,83.3,6,50.0
