,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.81,8.9,1,30.8,1.13,8.5,37.5,4,25.0,4,50.0,0.33,9.4,20.0,1,100.0,4,0.0
PNR Screener,1.0,1.8,0,33.3,N/A,0.0,N/A,0,N/A,0,N/A,1.0,4.7,33.3,1,0.0,2,50.0
DHO Ball Handler,0.54,7.7,1,25.0,1.17,5.8,60.0,3,66.7,2,50.0,0.0,10.9,0.0,3,0.0,4,0.0
DHO Screener,1.0,6.0,1,44.4,0.0,2.9,0.0,2,0.0,1,0.0,1.43,10.9,66.7,3,66.7,3,66.7
DBL Ball Handler,0.0,0.6,0,0.0,0.0,1.0,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.79,25.7,4,35.1,0.5,23.3,19.0,12,25.0,9,11.1,1.16,29.7,56.2,6,83.3,10,40.0
TRANSITION,1.8,10.2,1,78.6,1.95,7.9,83.3,4,75.0,2,100.0,1.67,14.1,75.0,3,100.0,5,60.0
Attacking Closeouts,0.34,3.5,0,20.0,0.69,2.8,50.0,1,100.0,1,0.0,0.0,4.7,0.0,0,N/A,3,0.0
Catch & Shoot,1.11,16.7,0,39.3,1.07,26.0,37.0,2,50.0,25,36.0,2.0,1.6,100.0,1,100.0,0,N/A
Off Ball Screens,1.65,6.1,0,66.7,1.52,7.6,57.1,3,66.7,4,50.0,2.05,3.8,100.0,2,100.0,0,N/A
Cutting,1.83,8.5,0,83.3,1.68,10.9,80.0,10,80.0,0,N/A,2.43,4.5,100.0,1,100.0,1,100.0
Off. Rebounds,1.78,4.7,0,71.4,1.55,3.7,66.7,3,66.7,0,N/A,2.0,6.2,75.0,1,100.0,3,66.7
TOTAL,1.11,168,4.8,46.0,1.08,61.9,43.0,44,52.3,49,34.7,1.15,38.1,50.9,22,72.7,35,37.1
