,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.14,21.4,4,53.8,1.11,20.3,56.0,23,60.9,2,0.0,1.2,24.2,50.0,6,50.0,8,50.0
PNR Screener,1.14,0.4,0,N/A,1.14,0.6,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.25,3.8,0,12.5,0.33,4.0,16.7,5,20.0,1,0.0,0.0,3.2,0.0,1,0.0,1,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,2.08,2.7,1,100.0,1.06,1.2,N/A,0,N/A,0,N/A,2.58,6.3,100.0,1,100.0,2,100.0
DBL Screener,0.0,0.5,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,1.6,N/A,0,N/A,0,N/A
ISOLATION,0.72,13.0,7,31.6,1.02,7.1,37.5,6,33.3,2,50.0,0.53,27.4,27.3,5,0.0,6,50.0
TRANSITION,1.49,28.7,2,67.9,1.43,28.7,69.4,34,70.6,2,50.0,1.62,28.8,64.7,7,85.7,10,50.0
Attacking Closeouts,1.9,3.0,1,100.0,1.62,2.9,100.0,2,100.0,0,N/A,2.5,3.2,100.0,1,100.0,1,100.0
Catch & Shoot,0.96,13.1,0,32.1,0.96,18.5,32.1,0,N/A,28,32.1,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,1.9,1,66.7,1.0,2.6,66.7,2,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.3,8.7,2,61.5,1.35,10.3,70.0,10,70.0,0,N/A,1.0,4.8,33.3,0,N/A,3,33.3
Off. Rebounds,1.89,3.2,0,83.3,1.7,3.9,80.0,5,80.0,0,N/A,3.0,1.6,100.0,0,N/A,1,100.0
TOTAL,1.21,213,8.9,54.0,1.2,70.9,54.5,87,64.4,36,30.6,1.23,29.1,52.8,21,52.4,32,53.1
