,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.14,24.4,5,51.8,1.3,22.0,54.1,26,53.8,11,54.5,0.85,30.4,47.4,11,63.6,8,25.0
PNR Screener,0.75,6.5,3,42.9,0.74,7.0,41.7,9,55.6,3,0.0,0.75,5.2,50.0,0,N/A,2,50.0
DHO Ball Handler,0.93,4.4,2,33.3,1.24,4.6,42.9,0,N/A,7,42.9,0.0,3.9,0.0,1,0.0,1,0.0
DHO Screener,1.24,3.3,0,37.5,0.0,0.5,0.0,0,N/A,1,0.0,1.4,10.2,42.9,0,N/A,7,42.9
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.05,27.2,6,49.2,0.85,28.0,38.3,43,39.5,4,25.0,1.59,25.2,81.2,9,100.0,7,57.1
TRANSITION,1.59,10.3,3,73.9,1.35,9.2,69.2,9,66.7,4,75.0,2.0,13.0,80.0,5,80.0,5,80.0
Attacking Closeouts,1.55,4.8,0,66.7,1.42,5.1,66.7,9,66.7,0,N/A,2.0,3.9,66.7,1,0.0,2,100.0
Catch & Shoot,1.58,9.6,1,56.0,1.46,12.4,52.2,1,100.0,22,50.0,3.0,2.6,100.0,0,N/A,2,100.0
Off Ball Screens,1.0,1.9,1,50.0,1.25,2.1,50.0,1,100.0,3,33.3,0.0,1.3,N/A,0,N/A,0,N/A
Cutting,1.44,4.9,1,80.0,1.55,5.3,87.5,8,87.5,0,N/A,1.04,3.7,50.0,2,50.0,0,N/A
Off. Rebounds,1.61,3.5,0,75.0,1.8,4.3,85.7,7,85.7,0,N/A,0.0,1.3,0.0,0,N/A,1,0.0
TOTAL,1.22,270,8.1,54.7,1.19,71.5,52.4,113,55.8,55,45.5,1.29,28.5,60.9,29,72.4,35,51.4
