,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.48,21.9,0,57.1,1.91,19.9,75.0,2,50.0,2,100.0,0.67,27.3,33.3,2,50.0,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.0,5.0,1,100.0,2.0,3.4,100.0,1,100.0,0,N/A,0.0,9.1,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.0,2.5,0,0.0,0.0,3.4,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.09,32.2,1,45.5,1.1,37.5,44.4,3,66.7,6,33.3,1.0,18.2,50.0,2,50.0,0,N/A
TRANSITION,0.86,17.5,0,42.9,1.0,13.8,50.0,4,50.0,0,N/A,0.67,27.3,33.3,1,100.0,2,0.0
Attacking Closeouts,1.25,10.0,1,66.7,0.67,10.3,50.0,2,50.0,0,N/A,3.0,9.1,100.0,0,N/A,1,100.0
Catch & Shoot,1.0,7.5,0,33.3,1.0,10.3,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,5.0,0,50.0,0.0,3.4,0.0,1,0.0,0,N/A,2.0,9.1,100.0,1,100.0,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.11,40,7.5,48.6,1.15,72.5,48.0,14,50.0,11,45.5,1.0,27.5,50.0,6,66.7,4,25.0
