,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,2.27,3.1,0,N/A,2.27,4.2,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,0.98,32.9,0,28.6,0.98,43.8,28.6,7,28.6,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,3.6,0,0.0,0.0,4.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,3.6,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,14.3,0.0,1,0.0,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.44,32.1,3,33.3,0.0,19.0,0.0,3,0.0,0,N/A,0.8,71.4,66.7,2,100.0,1,0.0
TRANSITION,1.45,9.9,0,0.0,1.06,9.0,0.0,1,0.0,0,N/A,2.27,12.6,N/A,0,N/A,0,N/A
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.0,10.7,0,33.3,1.0,14.3,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.6,6.7,0,100.0,1.14,4.2,N/A,0,N/A,0,N/A,2.0,14.3,100.0,1,100.0,0,N/A
Off. Rebounds,2.0,3.6,0,100.0,2.0,4.8,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.91,28,10.7,33.3,0.87,75.0,25.0,13,23.1,3,33.3,1.02,25.0,60.0,4,75.0,1,0.0
