,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.75,4.0,1,42.9,0.8,4.1,50.0,4,50.0,0,N/A,0.67,3.9,33.3,2,50.0,1,0.0
PNR Screener,1.14,11.6,3,57.9,1.55,10.6,72.7,6,100.0,5,40.0,0.6,13.0,37.5,6,50.0,2,0.0
DHO Ball Handler,0.0,0.5,0,0.0,0.0,0.8,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,1.39,12.4,0,52.4,1.85,7.6,71.4,4,75.0,3,66.7,1.11,19.9,42.9,9,44.4,5,40.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,1.0,1.0,0,50.0,0.0,0.8,0.0,1,0.0,0,N/A,2.0,1.3,100.0,1,100.0,0,N/A
ISOLATION,1.06,44.8,11,55.1,0.96,45.8,54.8,41,56.1,1,0.0,1.23,43.4,55.6,12,91.7,15,26.7
TRANSITION,0.8,6.3,1,37.5,1.86,3.1,100.0,2,100.0,0,N/A,0.34,11.4,16.7,4,25.0,2,0.0
Attacking Closeouts,1.63,3.4,0,80.0,1.47,3.9,66.7,3,66.7,0,N/A,2.0,2.6,100.0,2,100.0,0,N/A
Catch & Shoot,1.5,4.0,0,50.0,1.5,6.6,50.0,0,N/A,8,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.8,2.5,0,40.0,0.67,2.5,33.3,3,33.3,0,N/A,1.0,2.6,50.0,1,100.0,1,0.0
Cutting,1.5,6.4,0,70.0,1.5,10.4,70.0,10,70.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.96,3.4,0,75.0,2.16,3.8,100.0,2,100.0,0,N/A,1.5,2.6,50.0,0,N/A,2,50.0
TOTAL,1.16,198,8.1,54.7,1.25,61.1,59.6,77,62.3,17,47.1,1.03,38.9,47.7,37,64.9,28,25.0
