,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.0,6.2,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,20.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.6,23.5,0,50.0,1.6,34.2,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,2.13,11.8,0,100.0,2.13,17.1,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Attacking Closeouts,1.74,18.0,0,100.0,2.0,18.2,100.0,2,100.0,0,N/A,1.14,17.6,N/A,0,N/A,0,N/A
Catch & Shoot,2.0,18.8,1,100.0,3.0,18.2,100.0,0,N/A,2,100.0,0.0,20.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,6.2,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,20.0,N/A,0,N/A,0,N/A
Cutting,1.75,25.0,0,75.0,2.0,18.2,100.0,2,100.0,0,N/A,1.5,40.0,50.0,0,N/A,2,50.0
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.6,16,18.8,81.8,2.06,68.8,88.9,7,85.7,2,100.0,0.68,31.2,50.0,0,nan,2,50.0
