,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.0,2.9,0,50.0,1.0,3.2,50.0,1,100.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.47,9.0,1,0.0,0.0,6.5,0.0,1,0.0,2,0.0,1.29,29.0,0.0,0,N/A,1,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.0,4.3,0,0.0,0.0,3.2,0.0,1,0.0,1,0.0,0.0,12.5,0.0,0,N/A,1,0.0
TRANSITION,1.53,16.8,0,60.0,1.42,12.5,50.0,3,66.7,3,33.3,1.75,50.0,75.0,2,100.0,2,50.0
Attacking Closeouts,0.56,12.7,1,28.6,0.38,12.7,16.7,4,25.0,2,0.0,2.0,12.5,100.0,1,100.0,0,N/A
Catch & Shoot,0.5,25.7,0,16.7,0.5,29.0,16.7,0,N/A,18,16.7,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,8.6,0,50.0,1.0,9.7,50.0,6,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.46,12.7,0,75.0,1.46,14.3,75.0,8,75.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.67,8.6,0,33.3,0.67,9.7,33.3,6,33.3,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.85,70,2.9,35.9,0.77,88.6,33.3,30,50.0,27,14.8,1.44,11.4,57.1,3,100.0,4,25.0
