,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.16,36.6,10,61.4,1.12,26.0,56.0,21,61.9,4,25.0,1.18,48.5,65.6,18,83.3,14,42.9
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.39,12.2,2,61.1,1.38,12.3,60.0,6,50.0,4,75.0,1.39,12.1,62.5,5,60.0,3,66.7
DHO Screener,0.0,0.5,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,1.1,0.0,1,0.0,0,N/A
DBL Ball Handler,0.0,1.6,0,0.0,0.0,1.0,0.0,0,N/A,1,0.0,0.0,2.2,0.0,1,0.0,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.8,16.4,3,32.0,0.48,20.9,22.2,14,28.6,4,0.0,1.47,11.5,57.1,2,100.0,5,40.0
TRANSITION,1.02,16.1,4,43.5,0.78,12.8,37.5,7,42.9,1,0.0,1.18,20.0,46.7,6,66.7,9,33.3
Attacking Closeouts,1.5,4.2,0,62.5,2.0,4.0,75.0,2,50.0,2,100.0,1.0,4.5,50.0,2,100.0,2,0.0
Catch & Shoot,1.29,7.4,0,42.9,1.29,14.0,42.9,0,N/A,14,42.9,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.2,2.6,0,60.0,1.0,4.0,50.0,3,66.7,1,0.0,2.0,1.1,100.0,1,100.0,0,N/A
Cutting,1.0,2.1,1,66.7,1.0,4.0,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.0,1.1,0,50.0,1.0,2.0,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.1,189,10.6,50.9,1.01,52.9,46.1,58,50.0,31,38.7,1.2,47.1,57.1,36,75.0,34,38.2
