Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,61,14,19,8,0,0,105,85,14,2,9,51,42
shoot2FGM,31,7,2,0,0,0,64,59,2,2,2,23,18
shoot2FTA,16,0,0,2,2,0,46,61,14,0,0,0,6
shoot2FTM,16,0,0,2,2,0,38,52,14,0,0,0,4
shoot2TO,0,0,0,0,0,0,7,0,14,0,0,1,0
shoot3FGA,40,7,33,0,0,1,10,43,1,127,28,0,0
shoot3FGM,23,0,23,0,0,1,2,15,0,35,14,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,1,0,0,0,0,0
pass2FGA,15,0,8,26,0,0,70,63,0,0,7,7,1
pass2FGM,7,0,0,2,0,0,34,41,0,0,7,0,0
pass2FTA,0,0,2,0,0,0,16,4,0,0,0,0,0
pass2FTM,0,0,2,0,0,0,16,2,0,0,0,0,0
pass2TO,9,7,0,0,0,0,15,8,0,0,1,0,0
pass3FGA,16,1,9,33,1,0,75,82,1,7,0,1,8
pass3FGM,2,0,1,23,1,0,17,36,1,0,0,0,8
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,0,0,1,0,0,0,21,21,0,0,0,0,0
