,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.67,27.3,0,33.3,0.0,20.0,0.0,2,0.0,1,0.0,1.33,42.9,66.7,2,100.0,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.5,9.1,0,50.0,1.5,13.3,50.0,1,0.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,1.33,13.6,0,66.7,2.0,6.7,100.0,1,100.0,0,N/A,1.0,28.6,50.0,2,50.0,0,N/A
Attacking Closeouts,1.67,13.6,0,66.7,1.5,13.3,50.0,1,0.0,1,100.0,2.0,14.3,100.0,1,100.0,0,N/A
Catch & Shoot,1.8,22.7,0,60.0,1.8,33.3,60.0,0,N/A,5,60.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.0,4.5,0,100.0,2.0,6.7,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,2.0,4.5,0,100.0,2.0,6.7,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,4.5,1,N/A,N/A,0.0,N/A,0,N/A,0,N/A,0.0,14.3,N/A,0,N/A,0,N/A
TOTAL,1.32,22,4.5,57.1,1.4,68.2,53.3,7,42.9,8,62.5,1.14,31.8,66.7,5,80.0,1,0.0
