,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.24,25.8,1,60.0,1.67,23.1,66.7,1,100.0,2,50.0,0.87,28.7,50.0,1,100.0,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.67,12.0,0,66.7,3.0,7.7,100.0,0,N/A,1,100.0,1.0,16.7,50.0,1,100.0,1,0.0
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.67,12.0,0,66.7,1.0,15.4,50.0,1,100.0,1,0.0,3.0,8.3,100.0,0,N/A,1,100.0
TRANSITION,1.0,20.0,0,40.0,0.0,15.4,0.0,1,0.0,1,0.0,1.67,25.0,66.7,1,100.0,2,50.0
Attacking Closeouts,2.0,20.0,0,80.0,2.33,23.1,100.0,2,100.0,1,100.0,1.5,16.7,50.0,0,N/A,2,50.0
Catch & Shoot,0.0,8.0,0,0.0,0.0,15.4,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,2.08,5.8,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.08,12.0,100.0,1,100.0,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.39,25,4.0,58.3,1.31,52.0,53.8,5,80.0,8,37.5,1.48,48.0,63.6,4,100.0,7,42.9
