,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.0,15.0,2,0.0,0.0,6.2,0.0,0,N/A,1,0.0,0.0,50.0,N/A,0,N/A,0,N/A
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,3.0,5.0,0,100.0,3.0,6.2,100.0,0,N/A,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.92,27.2,0,40.0,0.92,34.0,40.0,3,66.7,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
TRANSITION,0.8,18.8,2,N/A,0.53,11.8,N/A,0,N/A,0,N/A,1.06,47.0,N/A,0,N/A,0,N/A
Attacking Closeouts,2.46,12.2,0,100.0,2.46,15.2,100.0,1,100.0,1,100.0,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.5,20.0,0,50.0,1.5,25.0,50.0,0,N/A,4,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,1.0,10.0,0,50.0,0.0,6.2,0.0,0,N/A,1,0.0,2.0,25.0,100.0,1,100.0,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.16,20,20.0,53.3,1.25,80.0,50.0,4,75.0,10,40.0,0.82,20.0,100.0,1,100.0,0,nan
