Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,27,19,5,1,0,0,39,25,18,0,2,19,6
shoot2FGM,12,11,3,0,0,0,16,16,8,0,1,15,6
shoot2FTA,10,11,2,0,0,0,18,29,6,0,0,2,2
shoot2FTM,9,10,1,0,0,0,15,26,4,0,0,1,2
shoot2TO,1,0,0,1,0,0,4,2,0,0,0,0,0
shoot3FGA,10,2,0,0,0,0,8,6,1,55,0,0,0
shoot3FGM,1,2,0,0,0,0,4,1,1,20,0,0,0
shoot3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
shoot3TO,0,0,0,0,0,0,0,0,0,1,0,0,0
pass2FGA,27,1,2,6,0,0,14,13,4,0,0,2,1
pass2FGM,16,1,0,3,0,0,10,10,2,0,0,2,1
pass2FTA,7,0,0,2,0,0,2,17,0,0,0,0,0
pass2FTM,6,0,0,1,0,0,1,14,0,0,0,0,0
pass2TO,4,0,0,0,0,0,3,2,0,0,0,0,1
pass3FGA,15,2,1,0,0,0,17,12,2,5,0,1,2
pass3FGM,6,0,1,0,0,0,7,4,1,2,0,0,1
pass3FTA,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3FTM,0,0,0,0,0,0,0,0,0,0,0,0,0
pass3TO,4,0,0,0,0,0,0,3,0,0,1,0,0
