,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.38,42.1,0,62.5,1.2,50.0,60.0,5,60.0,0,N/A,1.67,33.3,66.7,2,50.0,1,100.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,5.3,0,0.0,0.0,10.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,0.0,10.5,0,0.0,0.0,10.0,0.0,1,0.0,0,N/A,0.0,11.1,0.0,0,N/A,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,2.0,5.3,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,2.0,11.1,100.0,1,100.0,0,N/A
TRANSITION,0.67,15.8,0,33.3,N/A,0.0,N/A,0,N/A,0,N/A,0.67,33.3,33.3,2,50.0,1,0.0
Attacking Closeouts,1.0,10.5,0,50.0,2.0,10.0,100.0,1,100.0,0,N/A,0.0,11.1,0.0,1,0.0,0,N/A
Catch & Shoot,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.0,5.3,0,0.0,0.0,10.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,0.0,5.3,0,0.0,0.0,10.0,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.89,19,0.0,42.1,0.8,52.6,40.0,10,40.0,0,N/A,1.0,47.4,44.4,6,50.0,3,33.3
