,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.94,37.2,1,50.0,1.33,27.3,66.7,3,66.7,0,N/A,0.68,49.3,33.3,2,50.0,1,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,2.0,5.0,0,100.0,2.0,9.1,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.29,27.2,0,60.0,1.0,27.3,33.3,0,N/A,3,33.3,1.64,27.1,100.0,2,100.0,0,N/A
TRANSITION,2.5,10.0,0,100.0,2.0,9.1,100.0,1,100.0,0,N/A,3.0,11.1,100.0,0,N/A,1,100.0
Attacking Closeouts,1.0,15.0,0,33.3,0.0,9.1,0.0,1,0.0,0,N/A,1.5,22.2,50.0,1,0.0,1,100.0
Catch & Shoot,0.0,10.0,0,0.0,0.0,18.2,0.0,0,N/A,2,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.15,20,5.0,52.6,1.0,55.0,45.5,6,66.7,5,20.0,1.32,45.0,62.5,5,60.0,3,66.7
