,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.11,42.6,0,42.9,1.44,47.4,55.6,5,40.0,4,75.0,0.63,37.2,20.0,1,0.0,4,25.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.8,13.9,0,40.0,1.33,15.8,66.7,3,66.7,0,N/A,0.0,11.8,0.0,2,0.0,0,N/A
DHO Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Ball Handler,1.33,8.3,0,66.7,N/A,0.0,N/A,0,N/A,0,N/A,1.33,17.6,66.7,2,100.0,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.33,16.7,1,80.0,0.0,10.5,0.0,1,0.0,0,N/A,2.0,23.5,100.0,4,100.0,0,N/A
TRANSITION,1.29,10.8,0,33.3,1.06,9.9,0.0,0,N/A,1,0.0,1.5,11.8,50.0,0,N/A,2,50.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.0,8.3,0,33.3,1.0,15.8,33.3,0,N/A,3,33.3,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,2.8,1,N/A,0.0,5.3,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.1,36,5.6,48.5,1.11,52.8,47.1,9,44.4,8,50.0,1.1,47.2,50.0,9,66.7,7,28.6
