,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
JOKIC,0.38,34.8%,0,12.5%,0.43,43.8%,14.3%,4,0.0%,3,33.3%,0.0,14.3%,0.0%,0,N/A,1,0.0%
GORDON,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
BRYANT,1.0,17.4%,2,100.0%,1.0,12.5%,100.0%,1,100.0%,0,N/A,1.0,28.6%,100.0%,1,100.0%,0,N/A
NNAJI,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
OTHERS,3.0,4.3%,0,100.0%,N/A,0.0%,N/A,0,N/A,0,N/A,3.0,14.3%,100.0%,0,N/A,1,100.0%
ISO,1.33,13.0%,0,66.7%,1.33,18.8%,66.7%,2,100.0%,1,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Transition,1.0,8.7%,0,50.0%,N/A,0.0%,N/A,0,N/A,0,N/A,1.0,28.6%,50.0%,1,100.0%,1,0.0%
Attacking Closeouts,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Catch & Shoot,0.0,13.0%,0,0.0%,0.0,18.8%,0.0%,0,N/A,3,0.0%,N/A,0.0%,N/A,0,N/A,0,N/A
Off Ball Screens,2.66,8.2%,0,100.0%,2.27,5.5%,N/A,0,N/A,0,N/A,3.0,14.3%,100.0%,0,N/A,1,100.0%
Cutting,0.0,4.3%,0,0.0%,0.0,6.2%,0.0%,1,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0%,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A,N/A,0.0%,N/A,0,N/A,0,N/A
PNR / DHO,0.77,56.5%,2,36.4%,0.56,69.2%,25.0%,5,20.0%,3,33.3%,1,30.8%,66.7%,1,100.0%,2,50.0%
TOTAL,0.88,23,8.7%,38.1%,0.65,69.6%,26.7%,8,37.5%,7,14.3%,1.43,30.4%,66.7%,2,100.0%,4,50.0%
