,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.22,31.7,2,60.0,1.3,25.0,60.0,7,71.4,3,33.3,1.16,39.3,60.0,5,80.0,5,40.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.9,8.4,0,80.0,1.23,6.1,50.0,1,100.0,1,0.0,2.32,11.1,100.0,2,100.0,1,100.0
DHO Screener,0.0,1.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,2.9,0.0,1,0.0,0,N/A
DBL Ball Handler,0.0,1.3,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,2.9,0.0,0,N/A,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.68,17.6,1,20.0,0.5,20.0,28.6,4,50.0,3,0.0,0.96,14.9,0.0,0,N/A,3,0.0
TRANSITION,1.56,19.7,1,66.7,1.02,14.7,50.0,4,50.0,0,N/A,1.91,25.4,75.0,4,75.0,4,75.0
Attacking Closeouts,1.75,5.3,0,75.0,2.5,5.0,100.0,1,100.0,1,100.0,1.0,5.7,50.0,1,100.0,1,0.0
Catch & Shoot,1.5,8.0,0,50.0,1.5,15.0,50.0,0,N/A,6,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.67,4.0,0,33.3,0.67,7.5,33.3,2,50.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,0.67,4.0,1,50.0,0.67,7.5,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.22,75,6.7,53.1,1.09,53.3,50.0,21,61.9,15,33.3,1.37,46.7,57.1,13,76.9,15,40.0
