,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.1,39.0,7,60.5,1.15,29.9,57.9,16,62.5,3,33.3,1.07,50.4,63.2,12,83.3,7,28.6
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,1.79,9.3,1,87.5,1.42,9.4,75.0,2,100.0,2,50.0,2.25,9.0,100.0,3,100.0,1,100.0
DHO Screener,0.0,0.8,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,1.9,0.0,1,0.0,0,N/A
DBL Ball Handler,0.0,0.8,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,1.9,0.0,0,N/A,1,0.0
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.68,13.4,1,23.1,0.55,16.4,30.0,6,50.0,4,0.0,0.96,9.6,0.0,0,N/A,3,0.0
TRANSITION,1.21,17.1,2,50.0,0.91,13.1,40.0,5,40.0,0,N/A,1.43,22.0,54.5,4,75.0,7,42.9
Attacking Closeouts,1.67,5.0,0,66.7,2.67,4.5,100.0,1,100.0,2,100.0,0.67,5.6,33.3,1,100.0,2,0.0
Catch & Shoot,1.33,7.4,0,44.4,1.33,13.4,44.4,0,N/A,9,44.4,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.67,2.5,0,33.3,0.67,4.5,33.3,2,50.0,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,1.0,3.3,1,66.7,1.0,6.0,66.7,3,66.7,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.0,1.7,0,50.0,1.0,3.0,50.0,2,50.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,1.14,121,9.9,53.0,1.1,55.4,51.7,37,59.5,21,38.1,1.18,44.6,54.8,21,81.0,21,28.6
