Shot Type,PNR BH,PNR SC,DHO BH,DHO SC,DBL BH,DBL SC,ISO,TRAN,ACO,C/S,OBS,CUT,OREB
shoot2FGA,16,3,5,2,0,0,29,12,5,0,5,15,4
shoot2FGM,10,3,2,2,0,0,16,7,3,0,3,11,3
shoot2FTA,0,2,1,2,0,0,7,10,4,0,0,8,2
shoot2FTM,0,2,1,2,0,0,6,9,3,0,0,6,0
shoot2TO,1,1,2,0,0,0,4,1,0,0,0,2,0
shoot3FGA,4,2,3,2,0,1,5,1,3,31,1,0,0
shoot3FGM,1,1,0,1,0,0,0,0,1,15,0,0,0
shoot3FTA,0,0,0,3,0,0,0,0,0,3,0,0,0
shoot3FTM,0,0,0,3,0,0,0,0,0,3,0,0,0
shoot3TO,2,0,0,0,0,0,0,0,0,0,0,0,0
pass2FGA,6,2,2,5,0,1,4,6,2,0,1,0,2
pass2FGM,5,2,2,1,0,1,4,4,2,0,1,0,2
pass2FTA,4,0,2,1,0,0,6,4,2,0,0,0,0
pass2FTM,2,0,2,1,0,0,6,4,1,0,0,0,0
pass2TO,1,1,1,0,0,0,2,0,0,0,0,0,0
pass3FGA,9,0,2,4,1,0,10,8,3,0,1,1,1
pass3FGM,3,0,1,0,0,0,4,5,2,0,0,1,1
pass3FTA,0,0,3,0,0,0,3,0,0,0,0,0,0
pass3FTM,0,0,3,0,0,0,3,0,0,0,0,0,0
pass3TO,1,0,0,0,0,0,1,0,0,0,1,0,0
