,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,1.84,10.5,0,80.0,1.69,11.7,72.7,6,100.0,5,40.0,2.25,8.1,100.0,3,100.0,1,100.0
PNR Screener,1.64,2.8,0,75.0,2.08,2.5,100.0,2,100.0,0,N/A,1.0,3.3,50.0,1,100.0,1,0.0
DHO Ball Handler,0.67,5.1,0,22.2,0.67,7.7,22.2,1,0.0,8,25.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,0.6,5.6,1,22.2,N/A,0.0,N/A,0,N/A,0,N/A,0.6,16.7,22.2,0,N/A,9,22.2
DBL Ball Handler,0.0,0.6,0,0.0,N/A,0.0,N/A,0,N/A,0,N/A,0.0,1.7,0.0,1,0.0,0,N/A
DBL Screener,0.0,0.6,0,0.0,0.0,0.9,0.0,1,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,1.02,18.3,6,50.0,0.77,10.1,37.5,5,40.0,3,33.3,1.16,34.4,57.1,4,100.0,10,40.0
TRANSITION,0.71,13.6,4,40.0,0.62,13.7,38.5,11,45.5,2,0.0,0.88,13.3,42.9,2,100.0,5,20.0
Attacking Closeouts,1.71,7.3,0,66.7,1.6,5.9,66.7,2,100.0,4,50.0,1.83,10.0,66.7,1,100.0,5,60.0
Catch & Shoot,1.0,15.3,0,33.3,0.92,22.2,30.8,0,N/A,26,30.8,3.0,1.7,100.0,0,N/A,1,100.0
Off Ball Screens,1.53,8.8,0,53.8,1.8,10.9,63.6,3,66.7,8,62.5,0.35,4.8,0.0,0,N/A,2,0.0
Cutting,1.84,9.5,1,100.0,1.94,12.3,100.0,10,100.0,0,N/A,1.23,4.1,100.0,1,100.0,0,N/A
Off. Rebounds,1.02,2.8,1,33.3,0.69,2.5,0.0,1,0.0,0,N/A,1.5,3.3,50.0,0,N/A,2,50.0
TOTAL,1.2,177,7.3,50.3,1.21,66.1,50.0,42,69.0,56,35.7,1.17,33.9,51.0,13,92.3,36,36.1
