,Total PPP,% of Poss.,Total TO,Total FG%,Shooting PPP,% of Shooting Poss.,Shooting FG%,Shooting 2pt Att.,Shooting 2pt FG%,Shooting 3pt Att.,Shooting 3pt FG%,Passing PPP,% of Passing Poss.,Passing FG%,Passing 2pt Att.,Passing 2pt FG%,Passing 3pt Att.,Passing 3pt FG%
PNR Ball Handler,0.85,34.8,1,38.5,0.97,37.3,37.5,5,40.0,3,33.3,0.67,31.6,40.0,3,66.7,2,0.0
PNR Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DHO Ball Handler,0.0,2.3,0,0.0,0.0,4.0,0.0,0,N/A,1,0.0,N/A,0.0,N/A,0,N/A,0,N/A
DHO Screener,3.0,2.3,0,100.0,N/A,0.0,N/A,0,N/A,0,N/A,3.0,5.3,100.0,0,N/A,1,100.0
DBL Ball Handler,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
DBL Screener,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
ISOLATION,0.63,17.9,0,14.3,1.02,19.5,25.0,3,0.0,1,100.0,0.0,15.8,0.0,0,N/A,3,0.0
TRANSITION,1.07,31.8,2,58.3,1.2,20.0,60.0,3,100.0,2,0.0,1.0,47.4,57.1,3,100.0,4,25.0
Attacking Closeouts,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Catch & Shoot,1.5,4.5,0,50.0,1.5,8.0,50.0,0,N/A,2,50.0,N/A,0.0,N/A,0,N/A,0,N/A
Off Ball Screens,0.0,2.3,1,N/A,0.0,4.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Cutting,N/A,0.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
Off. Rebounds,1.29,5.3,0,100.0,1.29,9.3,100.0,1,100.0,0,N/A,N/A,0.0,N/A,0,N/A,0,N/A
TOTAL,0.94,44,9.1,43.2,1.02,56.8,42.9,12,50.0,9,33.3,0.84,43.2,43.8,6,83.3,10,20.0
